"YEAR","REGION","STATEFIP","STATECENSUS","METRO","METAREA","COUNTY","METFIPS","INDIVIDCC","FAMINC","AGE","SEX","RACE","MARST","HISPAN","VOTEREG","VOWHYNOT","VOYNOTREG","VOTEHOW","VOTEWHEN","VOREGHOW","VOTERES","VOTERESP"
2012,31,37,56,3,6642,37183,39580,0,830,52,1,200,1,0,2,99,99,1,2,1,7,2
2012,31,37,56,3,6642,37183,39580,0,830,48,2,200,1,0,2,99,99,1,2,6,7,2
2012,31,37,56,3,6642,37183,39580,0,830,19,2,200,6,0,2,99,99,1,1,4,7,1
2012,31,37,56,3,6642,37183,39580,0,830,1,1,200,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,470,40,2,200,4,0,2,99,99,1,2,1,2,1
2012,31,37,56,3,6641,0,20500,0,740,51,1,100,1,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,6641,0,20500,0,740,46,2,100,1,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,1521,37119,16740,0,710,65,2,200,5,0,1,99,99,99,99,97,1,1
2012,31,37,56,3,3121,0,49180,0,841,39,2,100,4,0,2,99,99,1,1,1,7,1
2012,31,37,56,3,3121,0,49180,0,841,12,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3121,0,49180,0,841,14,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3121,0,49180,0,841,43,1,100,4,0,2,99,99,1,1,1,7,2
2012,31,37,56,3,3121,37067,49180,0,730,29,2,100,3,0,2,99,99,1,2,1,6,1
2012,31,37,56,3,3121,37067,49180,0,730,3,2,200,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,1521,37179,16740,0,842,38,2,100,1,0,2,99,99,1,2,8,7,2
2012,31,37,56,3,1521,37179,16740,0,842,44,1,100,1,0,2,99,99,1,2,8,7,1
2012,31,37,56,3,1521,37179,16740,0,842,0,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,210,48,1,200,4,0,2,99,99,1,2,5,5,1
2012,31,37,56,3,6641,0,20500,0,500,85,2,100,6,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,6641,0,20500,0,500,62,1,100,4,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,1521,0,16740,0,500,85,2,100,2,0,2,99,99,2,2,97,7,1
2012,31,37,56,3,1521,37179,16740,0,720,38,2,200,6,0,2,99,99,1,1,4,2,1
2012,31,37,56,3,1521,37179,16740,0,720,4,1,200,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3121,37067,49180,0,600,73,1,100,1,0,2,99,99,1,2,1,7,2
2012,31,37,56,3,3121,37067,49180,0,600,71,2,100,1,0,2,99,99,1,2,1,7,1
2012,31,37,56,3,3121,37067,49180,0,740,46,1,100,4,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,6642,0,39580,0,841,34,2,100,1,0,0,99,6,99,99,99,5,1
2012,31,37,56,3,6642,0,39580,0,841,36,1,100,1,0,0,99,6,99,99,99,6,2
2012,31,37,56,3,6642,0,39580,0,841,61,2,100,4,0,0,99,6,99,99,99,6,2
2012,31,37,56,3,6642,37183,39580,0,710,79,1,100,5,0,2,99,99,1,1,7,7,1
2012,31,37,56,3,6642,37183,39580,0,710,40,1,100,6,0,1,4,99,99,99,97,7,2
2012,31,37,56,3,6642,37183,39580,0,710,51,2,100,6,0,1,4,99,99,99,97,7,2
2012,31,37,56,3,3122,0,24660,0,210,46,1,651,6,0,99,99,99,99,99,99,99,1
2012,31,37,56,3,1521,0,16740,0,740,43,2,100,1,0,2,99,99,1,1,3,7,1
2012,31,37,56,3,1521,0,16740,0,740,42,1,100,1,0,2,99,99,1,1,3,7,2
2012,31,37,56,3,1521,0,16740,0,740,14,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,1521,0,16740,0,740,15,1,100,6,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,500,78,2,100,5,0,2,99,99,1,1,5,7,1
2012,31,37,56,3,6642,0,39580,0,841,37,1,100,1,0,2,99,99,1,2,7,7,1
2012,31,37,56,3,6642,0,39580,0,841,36,2,100,1,0,2,99,99,1,2,7,7,2
2012,31,37,56,3,6642,0,39580,0,841,5,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,0,39580,0,841,6,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,470,25,2,100,1,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,470,32,1,100,1,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,470,4,1,100,9,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,470,7,2,100,9,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6641,0,20500,0,841,80,2,100,1,0,2,99,99,1,1,1,7,1
2012,31,37,56,3,6641,0,20500,0,841,85,1,100,1,0,2,99,99,1,1,1,7,2
2012,31,37,56,3,3121,0,49180,0,470,85,2,100,5,0,2,99,99,1,2,6,7,1
2012,31,37,56,3,6641,0,20500,0,820,85,1,100,1,0,2,99,99,1,2,8,6,1
2012,31,37,56,3,6641,0,20500,0,820,80,2,100,1,0,2,99,99,1,2,8,6,2
2012,31,37,56,3,6642,37183,39580,0,842,46,1,100,1,0,2,99,99,1,1,6,7,1
2012,31,37,56,3,6642,37183,39580,0,842,41,2,100,1,0,2,99,99,1,1,6,7,2
2012,31,37,56,3,6642,37183,39580,0,842,7,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,1521,37119,16740,0,720,20,2,100,3,0,2,99,99,1,1,1,5,1
2012,31,37,56,3,1521,37119,16740,0,720,1,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,6641,0,20500,0,830,32,2,200,6,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,6642,0,39580,0,430,80,2,100,5,0,1,6,99,99,99,6,5,1
2012,31,37,56,3,3121,0,49180,0,841,47,1,100,1,0,2,99,99,1,1,97,7,2
2012,31,37,56,3,3121,0,49180,0,841,45,2,100,1,0,2,99,99,1,1,5,7,1
2012,31,37,56,3,3121,0,49180,0,841,18,2,100,6,0,2,99,99,1,1,3,7,2
2012,31,37,56,3,3121,0,49180,0,841,21,1,100,6,0,2,99,99,1,1,1,7,2
2012,31,37,56,3,3122,0,24660,0,470,53,1,100,1,0,2,99,99,1,1,4,7,1
2012,31,37,56,3,3122,0,24660,0,470,55,2,100,1,0,2,99,99,1,1,4,7,2
2012,31,37,56,3,3122,0,24660,0,470,32,1,100,1,0,1,99,99,99,99,4,7,2
2012,31,37,56,3,3122,0,24660,0,470,0,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,470,1,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,470,11,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,470,16,1,100,6,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,470,25,2,100,1,0,2,99,99,1,1,4,5,2
2012,31,37,56,3,3121,0,49180,0,300,47,2,100,4,0,2,99,99,1,1,7,2,1
2012,31,37,56,3,3121,0,49180,0,300,11,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,500,55,2,200,1,0,0,99,7,99,99,99,7,1
2012,31,37,56,3,3122,0,24660,0,500,54,1,200,1,0,0,99,7,99,99,99,7,1
2012,31,37,56,3,6641,0,20500,0,100,55,1,100,5,0,2,99,99,1,1,97,7,1
2012,31,37,56,3,3121,0,49180,0,100,47,1,802,1,0,2,99,99,1,1,1,5,2
2012,31,37,56,3,3121,0,49180,0,100,47,2,100,1,0,0,99,6,99,99,99,5,1
2012,31,37,56,3,3121,0,49180,0,100,19,1,802,6,0,2,99,99,1,1,4,5,1
2012,31,37,56,3,3121,0,49180,0,100,24,2,802,6,0,0,99,6,99,99,99,5,2
2012,31,37,56,3,3121,0,49180,0,100,1,2,802,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,6641,0,20500,0,842,58,1,100,1,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,6641,0,20500,0,842,57,2,100,1,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,6641,0,20500,0,842,44,1,100,6,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,3121,37067,49180,0,841,66,1,100,1,0,2,99,99,1,2,97,7,1
2012,31,37,56,3,3121,37067,49180,0,841,62,2,100,1,0,2,99,99,1,1,97,7,2
2012,31,37,56,3,1521,0,16740,0,740,38,1,100,1,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,1521,0,16740,0,740,39,2,100,1,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,3122,0,24660,0,842,32,1,100,1,0,2,99,99,1,1,8,5,1
2012,31,37,56,3,3122,0,24660,0,842,30,2,100,1,0,2,99,99,1,1,8,5,2
2012,31,37,56,3,3122,0,24660,0,842,4,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,842,6,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,841,46,2,100,1,0,2,99,99,1,2,1,7,1
2012,31,37,56,3,3122,0,24660,0,841,39,1,200,1,0,2,99,99,1,2,1,7,2
2012,31,37,56,3,3122,0,24660,0,841,22,1,100,6,0,2,99,99,1,2,1,7,2
2012,31,37,56,3,3122,0,24660,0,841,23,1,100,6,0,1,4,99,99,99,1,7,2
2012,31,37,56,3,6641,0,20500,0,843,64,1,100,1,0,2,99,99,1,2,9,5,1
2012,31,37,56,3,6641,0,20500,0,843,58,2,100,1,0,2,99,99,1,2,9,5,2
2012,31,37,56,3,6641,0,20500,0,300,77,1,100,5,0,2,99,99,1,1,7,7,1
2012,31,37,56,3,2560,0,22180,0,730,75,2,300,5,0,0,99,9,99,99,99,7,1
2012,31,37,56,3,1521,0,16740,0,500,77,1,200,5,0,2,99,99,1,2,97,7,1
2012,31,37,56,3,1521,0,16740,0,600,75,1,100,5,0,2,99,99,1,2,7,7,1
2012,31,37,56,3,6642,0,39580,0,300,85,2,200,5,0,2,99,99,1,2,1,7,1
2012,31,37,56,3,6641,0,20500,0,830,58,1,100,1,0,2,99,99,1,2,97,7,2
2012,31,37,56,3,6641,0,20500,0,830,57,2,100,1,0,2,99,99,1,2,97,7,1
2012,31,37,56,3,3121,0,49180,0,830,53,1,100,1,0,2,99,99,1,1,7,7,1
2012,31,37,56,3,3121,0,49180,0,830,52,2,100,1,0,1,99,99,99,99,97,7,2
2012,31,37,56,3,3121,0,49180,0,830,32,1,100,6,0,2,99,99,2,2,1,7,2
2012,31,37,56,3,3122,0,24660,0,820,50,2,100,1,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,3122,0,24660,0,820,50,1,100,1,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,3122,0,24660,0,820,32,1,651,1,0,2,99,99,1,1,97,7,2
2012,31,37,56,3,3122,0,24660,0,820,54,2,651,1,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,3122,0,24660,0,820,0,1,651,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,820,7,2,651,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,820,16,2,651,6,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,6641,0,20500,0,841,49,1,100,1,0,2,99,99,1,1,9,7,1
2012,31,37,56,3,6641,0,20500,0,841,54,2,100,1,0,2,99,99,1,1,97,7,2
2012,31,37,56,3,3122,0,24660,0,210,20,1,100,6,0,1,7,99,99,99,4,2,1
2012,31,37,56,3,3122,0,24660,0,210,25,2,100,6,0,0,99,6,99,99,99,2,2
2012,31,37,56,3,1521,0,16740,0,470,43,2,100,4,0,1,7,99,99,99,1,6,1
2012,31,37,56,3,1521,0,16740,0,470,19,2,100,6,0,0,99,97,99,99,99,6,2
2012,31,37,56,3,3122,0,24660,0,500,65,2,100,6,0,2,99,99,1,1,1,7,1
2012,31,37,56,3,2560,0,22180,0,841,51,1,200,1,0,2,99,99,1,2,6,7,1
2012,31,37,56,3,2560,0,22180,0,841,50,2,200,1,0,2,99,99,1,2,4,7,2
2012,31,37,56,3,2560,0,22180,0,841,10,1,200,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,1521,37179,16740,0,842,39,2,100,1,0,2,99,99,1,2,97,6,2
2012,31,37,56,3,1521,37179,16740,0,842,41,1,100,1,0,2,99,99,1,2,97,6,1
2012,31,37,56,3,1521,37179,16740,0,842,4,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,1521,0,16740,0,841,85,2,100,5,0,1,7,99,99,99,97,7,1
2012,31,37,56,3,6642,37183,39580,0,710,19,1,100,2,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,710,49,2,100,1,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,710,50,1,100,1,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,710,16,1,100,6,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,710,19,1,100,6,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,710,5,1,100,9,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6641,0,20500,0,100,38,2,100,3,0,0,99,6,99,99,99,2,1
2012,31,37,56,3,6641,0,20500,0,100,2,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,1521,37119,16740,0,830,85,1,200,5,0,2,99,99,1,2,1,7,1
2012,31,37,56,3,2560,0,22180,0,470,44,1,200,6,0,2,99,99,1,2,97,5,2
2012,31,37,56,3,2560,0,22180,0,470,21,1,200,6,0,2,99,99,1,2,5,5,1
2012,31,37,56,3,6642,0,39580,0,470,85,2,100,5,0,1,6,99,99,99,1,7,1
2012,31,37,56,3,6641,0,20500,0,100,20,2,801,6,0,2,99,99,1,2,2,3,1
2012,31,37,56,3,6641,0,20500,0,100,1,1,801,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,0,39580,0,600,32,2,100,1,0,1,7,99,99,99,3,7,1
2012,31,37,56,3,6642,0,39580,0,600,35,1,100,1,0,0,99,6,99,99,99,6,2
2012,31,37,56,3,6642,0,39580,0,600,3,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,0,39580,0,600,5,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,1521,0,16740,0,500,71,1,200,4,0,2,99,99,1,1,4,7,1
2012,31,37,56,1,9998,37155,99998,0,100,32,2,100,6,0,2,99,99,1,1,2,6,1
2012,31,37,56,1,9998,37155,99998,0,100,2,1,300,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37155,99998,0,100,3,1,300,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37155,99998,0,100,8,1,300,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37155,99998,0,100,11,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37057,99998,0,843,48,1,100,1,0,2,99,99,1,2,1,7,1
2012,31,37,56,1,9998,37057,99998,0,843,49,2,100,1,0,2,99,99,1,2,5,7,2
2012,31,37,56,1,9998,37057,99998,0,843,19,2,100,6,0,2,99,99,1,2,4,7,1
2012,31,37,56,1,9998,37057,99998,0,843,24,1,100,6,0,2,99,99,1,2,5,7,2
2012,31,37,56,1,9998,0,99998,0,830,71,1,100,1,0,2,99,99,1,1,7,7,1
2012,31,37,56,1,9998,0,99998,0,830,63,2,100,1,0,2,99,99,1,1,7,7,2
2012,31,37,56,1,9998,0,99998,0,830,36,1,100,1,0,2,99,99,1,1,97,7,1
2012,31,37,56,1,9998,0,99998,0,830,35,2,100,1,0,2,99,99,1,2,7,7,2
2012,31,37,56,1,9998,0,99998,0,830,4,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,830,7,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37097,99998,0,500,75,2,100,5,0,2,99,99,1,2,1,7,1
2012,31,37,56,1,9998,0,99998,0,841,27,2,100,1,0,2,99,99,1,1,1,3,1
2012,31,37,56,1,9998,0,99998,0,841,46,1,100,1,0,2,99,99,1,1,1,3,2
2012,31,37,56,1,9998,0,99998,0,830,43,1,100,1,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,830,41,2,100,1,0,2,99,99,1,1,97,7,1
2012,31,37,56,1,9998,0,99998,0,830,10,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,830,41,1,100,1,0,0,99,9,99,99,99,7,1
2012,31,37,56,1,9998,0,99998,0,830,49,2,100,1,410,2,99,99,1,2,5,7,2
2012,31,37,56,1,9998,0,99998,0,830,16,2,100,6,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,830,19,2,100,6,0,0,99,97,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,740,40,1,100,1,0,2,99,99,1,1,5,7,1
2012,31,37,56,1,9998,0,99998,0,740,32,2,100,1,0,2,99,99,1,1,5,7,2
2012,31,37,56,1,9998,0,99998,0,740,1,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,842,69,1,100,1,0,2,99,99,1,2,5,7,1
2012,31,37,56,1,9998,0,99998,0,842,71,2,100,1,0,2,99,99,1,2,5,7,2
2012,31,37,56,1,9998,0,99998,0,430,54,1,100,1,0,1,1,99,99,99,97,7,1
2012,31,37,56,1,9998,0,99998,0,430,52,2,100,1,0,1,1,99,99,99,5,7,2
2012,31,37,56,1,9998,0,99998,0,430,49,1,100,4,0,0,99,6,99,99,99,7,1
2012,31,37,56,1,9998,0,99998,0,430,17,1,100,6,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,430,72,2,100,4,0,98,99,99,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,430,70,1,100,6,0,98,99,99,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,500,34,2,100,1,100,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,500,34,1,100,1,100,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,500,4,2,100,9,100,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,500,10,1,100,9,100,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,500,13,2,100,9,100,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37155,99998,0,300,49,2,300,3,0,2,99,99,1,1,2,7,1
2012,31,37,56,1,9998,37155,99998,0,300,5,1,300,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37155,99998,0,300,6,2,300,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37155,99998,0,300,8,2,300,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,710,67,2,100,5,0,1,1,99,99,99,5,7,2
2012,31,37,56,1,9998,0,99998,0,710,63,1,100,6,0,1,4,99,99,99,5,7,1
2012,31,37,56,1,9998,37057,99998,0,740,42,1,100,1,0,2,99,99,1,1,5,7,2
2012,31,37,56,1,9998,37057,99998,0,740,40,2,100,1,0,2,99,99,1,1,5,7,1
2012,31,37,56,1,9998,37057,99998,0,740,12,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37057,99998,0,740,17,1,100,6,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,820,74,2,100,1,0,2,99,99,2,2,5,7,1
2012,31,37,56,1,9998,0,99998,0,820,77,1,100,1,0,2,99,99,2,2,5,7,2
2012,31,37,56,1,9998,0,99998,0,830,31,2,100,4,0,1,5,99,99,99,5,5,1
2012,31,37,56,1,9998,0,99998,0,720,46,2,100,1,0,1,7,99,99,99,4,7,1
2012,31,37,56,1,9998,0,99998,0,720,46,1,100,1,0,0,99,9,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,720,19,2,100,6,0,98,99,99,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,830,40,2,100,4,0,2,99,99,1,2,1,1,1
2012,31,37,56,1,9998,0,99998,0,830,12,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,830,14,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,820,51,1,100,5,0,2,99,99,1,1,7,7,2
2012,31,37,56,1,9998,0,99998,0,820,79,2,100,4,0,2,99,99,1,1,7,7,2
2012,31,37,56,1,9998,37097,99998,0,841,55,1,100,1,0,2,99,99,1,1,5,7,1
2012,31,37,56,1,9998,37097,99998,0,841,59,2,100,1,0,2,99,99,1,1,5,7,2
2012,31,37,56,1,9998,37097,99998,0,841,11,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37097,99998,0,841,19,1,100,2,0,2,99,99,1,1,4,7,2
2012,31,37,56,1,9998,37097,99998,0,500,25,2,802,1,0,2,99,99,1,2,1,6,1
2012,31,37,56,1,9998,37097,99998,0,500,24,1,100,1,0,1,5,99,99,99,1,6,2
2012,31,37,56,1,9998,37097,99998,0,500,24,1,100,6,0,1,99,99,99,99,97,5,2
2012,31,37,56,1,9998,0,99998,0,100,49,2,100,4,0,2,99,99,1,1,3,2,1
2012,31,37,56,1,9998,0,99998,0,100,21,1,100,6,0,2,99,99,1,1,3,2,2
2012,31,37,56,1,9998,0,99998,0,100,22,2,100,4,0,2,99,99,1,1,3,2,2
2012,31,37,56,1,9998,0,99998,0,100,0,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,100,1,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,500,47,1,100,4,0,2,99,99,1,2,1,7,1
2012,31,37,56,1,9998,37097,99998,0,710,26,2,100,6,0,2,99,99,1,2,6,3,1
2012,31,37,56,1,9998,37097,99998,0,710,24,2,100,6,0,2,99,99,1,2,6,3,2
2012,31,37,56,1,9998,0,99998,0,820,31,2,100,1,0,2,99,99,1,1,1,7,1
2012,31,37,56,1,9998,0,99998,0,820,35,1,100,1,0,2,99,99,1,1,1,7,2
2012,31,37,56,1,9998,0,99998,0,820,5,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,820,12,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,500,72,1,200,1,0,2,99,99,1,2,6,7,2
2012,31,37,56,1,9998,0,99998,0,500,71,2,200,1,0,2,99,99,1,2,6,7,1
2012,31,37,56,1,9998,0,99998,0,500,85,2,200,5,0,2,99,99,1,2,6,7,1
2012,31,37,56,1,9998,0,99998,0,830,72,1,100,1,0,2,99,99,1,1,3,3,1
2012,31,37,56,1,9998,0,99998,0,830,68,2,100,1,0,2,99,99,1,1,3,3,2
2012,31,37,56,1,9998,0,99998,0,710,25,2,200,3,0,2,99,99,1,2,1,3,1
2012,31,37,56,1,9998,0,99998,0,710,3,1,200,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,710,7,2,200,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,600,78,2,100,4,0,2,99,99,1,1,5,6,1
2012,31,37,56,1,9998,0,99998,0,600,53,2,100,5,0,0,99,8,99,99,99,3,2
2012,31,37,56,1,9998,0,99998,0,600,21,1,100,6,0,0,99,1,99,99,99,5,2
2012,31,37,56,1,9998,0,99998,0,820,34,2,100,1,0,2,99,99,1,2,7,7,1
2012,31,37,56,1,9998,0,99998,0,820,42,1,100,1,0,2,99,99,1,2,7,7,2
2012,31,37,56,1,9998,37057,99998,0,100,43,2,100,4,0,1,3,99,99,99,5,7,1
2012,31,37,56,1,9998,37155,99998,0,841,40,2,100,1,0,2,99,99,1,1,7,5,1
2012,31,37,56,1,9998,37155,99998,0,841,43,1,100,1,0,0,99,6,99,99,99,5,2
2012,31,37,56,1,9998,37155,99998,0,841,12,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,600,85,2,100,5,0,2,99,99,2,2,7,7,1
2012,31,37,56,1,9998,37057,99998,0,710,52,1,100,4,0,2,99,99,1,1,1,6,1
2012,31,37,56,1,9998,37057,99998,0,710,37,2,100,4,0,98,99,99,99,99,99,6,2
2012,31,37,56,1,9998,37057,99998,0,841,41,2,100,1,0,0,99,6,99,99,99,7,1
2012,31,37,56,1,9998,37057,99998,0,841,43,1,100,1,0,2,99,99,1,1,1,7,2
2012,31,37,56,1,9998,37057,99998,0,841,6,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37057,99998,0,841,8,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37057,99998,0,841,9,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,843,48,1,100,1,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,843,44,2,100,1,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,843,16,2,100,3,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,843,20,2,100,6,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,843,21,1,100,6,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,720,45,1,100,1,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,720,44,2,100,1,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,720,31,1,100,6,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,730,46,2,100,4,0,98,99,99,99,99,99,96,2
2012,31,37,56,1,9998,0,99998,0,730,18,1,100,6,0,98,99,99,99,99,99,96,2
2012,31,37,56,1,9998,0,99998,0,830,54,1,100,1,0,2,99,99,1,2,5,7,1
2012,31,37,56,1,9998,0,99998,0,830,46,2,100,1,0,2,99,99,1,2,5,7,2
2012,31,37,56,1,9998,0,99998,0,500,53,2,200,3,0,1,6,99,99,99,1,7,1
2012,31,37,56,1,9998,0,99998,0,740,66,1,100,1,0,98,99,99,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,740,57,2,100,1,0,98,99,99,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,740,18,1,100,6,0,98,99,99,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,830,50,2,200,3,0,2,99,99,1,1,6,6,2
2012,31,37,56,1,9998,0,99998,0,830,48,1,200,4,0,2,99,99,1,1,5,6,1
2012,31,37,56,1,9998,0,99998,0,830,50,1,100,4,0,2,99,99,1,1,1,6,1
2012,31,37,56,1,9998,0,99998,0,830,17,2,651,6,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,830,44,2,651,4,0,2,99,99,1,1,1,6,2
2012,31,37,56,1,9998,0,99998,0,820,36,1,100,1,0,2,99,99,1,1,1,7,2
2012,31,37,56,1,9998,0,99998,0,820,38,2,100,1,0,2,99,99,1,1,1,7,1
2012,31,37,56,1,9998,0,99998,0,820,4,1,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,841,36,2,100,1,0,0,99,6,99,99,99,5,1
2012,31,37,56,1,9998,0,99998,0,841,39,1,100,1,0,0,99,6,99,99,99,5,2
2012,31,37,56,1,9998,0,99998,0,841,0,2,100,9,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,841,1,1,100,9,0,99,99,99,99,99,99,99,9
