"YEAR","REGION","STATEFIP","STATECENSUS","METRO","METAREA","COUNTY","METFIPS","INDIVIDCC","FAMINC","PERNUM","WTFINL","AGE","SEX","RACE","MARST","CITIZEN","HISPAN","VOTEREG","VOWHYNOT","VOYNOTREG","VOTEHOW","VOTEWHEN","VOREGHOW","VOTERES","VOTERESP"
2012,31,37,56,3,1521,0,16740,0,740,1,2884.7511,38,1,100,1,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,1521,0,16740,0,740,2,3536.0109,39,2,100,1,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,3122,0,24660,0,842,1,4238.0629,32,1,100,1,0,0,2,99,99,1,1,8,5,1
2012,31,37,56,3,3122,0,24660,0,842,2,3798.9852,30,2,100,1,0,0,2,99,99,1,1,8,5,2
2012,31,37,56,3,3122,0,24660,0,842,3,3822.7041,4,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,842,4,3869.6286,6,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,841,1,3615.4498,46,2,100,1,0,0,2,99,99,1,2,1,7,1
2012,31,37,56,3,3122,0,24660,0,841,2,5548.4956,39,1,200,1,0,0,2,99,99,1,2,1,7,2
2012,31,37,56,3,3122,0,24660,0,841,3,3863.7787,22,1,100,6,0,0,2,99,99,1,2,1,7,2
2012,31,37,56,3,3122,0,24660,0,841,4,3863.7787,23,1,100,6,0,0,1,4,99,99,99,1,7,2
2012,31,37,56,3,6641,0,20500,0,843,1,3748.0497,64,1,100,1,0,0,2,99,99,1,2,9,5,1
2012,31,37,56,3,6641,0,20500,0,843,2,3458.7148,58,2,100,1,0,0,2,99,99,1,2,9,5,2
2012,31,37,56,3,6641,0,20500,0,300,1,3470.1521,77,1,100,5,0,0,2,99,99,1,1,7,7,1
2012,31,37,56,3,2560,0,22180,0,730,1,2634.812,75,2,300,5,0,0,0,99,9,99,99,99,7,1
2012,31,37,56,3,1521,0,16740,0,500,1,2559.1351,77,1,200,5,0,0,2,99,99,1,2,97,7,1
2012,31,37,56,3,1521,0,16740,0,600,1,3538.4169,75,1,100,5,0,0,2,99,99,1,2,7,7,1
2012,31,37,56,3,6642,0,39580,0,300,1,3081.1317,85,2,200,5,0,0,2,99,99,1,2,1,7,1
2012,31,37,56,3,6641,0,20500,0,830,1,4089.5639,58,1,100,1,0,0,2,99,99,1,2,97,7,2
2012,31,37,56,3,6641,0,20500,0,830,2,3210.5212,57,2,100,1,0,0,2,99,99,1,2,97,7,1
2012,31,37,56,3,3121,0,49180,0,830,1,3606.8218,53,1,100,1,0,0,2,99,99,1,1,7,7,1
2012,31,37,56,3,3121,0,49180,0,830,2,3218.4133,52,2,100,1,0,0,1,99,99,99,99,97,7,2
2012,31,37,56,3,3121,0,49180,0,830,3,2987.987,32,1,100,6,0,0,2,99,99,2,2,1,7,2
2012,31,37,56,3,3122,0,24660,0,820,1,3243.4454,50,2,100,1,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,3122,0,24660,0,820,2,3634.8747,50,1,100,1,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,3122,0,24660,0,820,1,3550.1111,32,1,651,1,2,0,2,99,99,1,1,97,7,2
2012,31,37,56,3,3122,0,24660,0,820,2,3628.4012,54,2,651,1,2,0,98,99,99,99,99,99,98,9
2012,31,37,56,3,3122,0,24660,0,820,3,2494.0648,0,1,651,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,820,4,3437.6869,7,2,651,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,3122,0,24660,0,820,5,3277.6442,16,2,651,6,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,6641,0,20500,0,841,1,3696.3888,49,1,100,1,0,0,2,99,99,1,1,9,7,1
2012,31,37,56,3,6641,0,20500,0,841,2,3784.641,54,2,100,1,0,0,2,99,99,1,1,97,7,2
2012,31,37,56,3,3122,0,24660,0,210,1,3997.6418,20,1,100,6,0,0,1,7,99,99,99,4,2,1
2012,31,37,56,3,3122,0,24660,0,210,2,3874.2564,25,2,100,6,0,0,0,99,6,99,99,99,2,2
2012,31,37,56,3,1521,0,16740,0,470,1,3532.3166,43,2,100,4,0,0,1,7,99,99,99,1,6,1
2012,31,37,56,3,1521,0,16740,0,470,2,3967.7243,19,2,100,6,0,0,0,99,97,99,99,99,6,2
2012,31,37,56,3,3122,0,24660,0,500,1,3240.6077,65,2,100,6,0,0,2,99,99,1,1,1,7,1
2012,31,37,56,3,2560,0,22180,0,841,1,3663.6356,51,1,200,1,0,0,2,99,99,1,2,6,7,1
2012,31,37,56,3,2560,0,22180,0,841,2,3146.2324,50,2,200,1,0,0,2,99,99,1,2,4,7,2
2012,31,37,56,3,2560,0,22180,0,841,3,3237.2596,10,1,200,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,1521,37179,16740,0,842,1,2693.322,39,2,100,1,0,0,2,99,99,1,2,97,6,2
2012,31,37,56,3,1521,37179,16740,0,842,2,3252.0714,41,1,100,1,0,0,2,99,99,1,2,97,6,1
2012,31,37,56,3,1521,37179,16740,0,842,3,2036.8747,4,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,1521,0,16740,0,841,1,3109.9039,85,2,100,5,0,0,1,7,99,99,99,97,7,1
2012,31,37,56,3,6642,37183,39580,0,710,1,3051.9637,19,1,100,2,3,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,710,2,3350.6261,49,2,100,1,3,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,710,3,3660.2081,50,1,100,1,3,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,710,4,3051.9637,16,1,100,6,3,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,710,5,3051.9637,19,1,100,6,3,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,37183,39580,0,710,6,5570.1441,5,1,100,9,0,100,99,99,99,99,99,99,99,9
2012,31,37,56,3,6641,0,20500,0,100,1,3807.4233,38,2,100,3,0,0,0,99,6,99,99,99,2,1
2012,31,37,56,3,6641,0,20500,0,100,2,3959.7135,2,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,1521,37119,16740,0,830,1,2662.3084,85,1,200,5,0,0,2,99,99,1,2,1,7,1
2012,31,37,56,3,2560,0,22180,0,470,1,4735.8543,44,1,200,6,0,0,2,99,99,1,2,97,5,2
2012,31,37,56,3,2560,0,22180,0,470,2,4005.6114,21,1,200,6,0,0,2,99,99,1,2,5,5,1
2012,31,37,56,3,6642,0,39580,0,470,1,3109.9039,85,2,100,5,0,0,1,6,99,99,99,1,7,1
2012,31,37,56,3,6641,0,20500,0,100,1,5667.7726,20,2,801,6,0,0,2,99,99,1,2,2,3,1
2012,31,37,56,3,6641,0,20500,0,100,2,5289.9917,1,1,801,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,0,39580,0,600,1,3798.9852,32,2,100,1,0,0,1,7,99,99,99,3,7,1
2012,31,37,56,3,6642,0,39580,0,600,2,4418.5133,35,1,100,1,0,0,0,99,6,99,99,99,6,2
2012,31,37,56,3,6642,0,39580,0,600,3,3101.3022,3,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,6642,0,39580,0,600,4,4405.68,5,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,3,1521,0,16740,0,500,1,2559.1351,71,1,200,4,0,0,2,99,99,1,1,4,7,1
2012,31,37,56,1,9998,37155,99998,0,100,1,2823.2243,32,2,100,6,0,0,2,99,99,1,1,2,6,1
2012,31,37,56,1,9998,37155,99998,0,100,2,1991.0829,2,1,300,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37155,99998,0,100,3,1991.0829,3,1,300,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37155,99998,0,100,4,3407.839,8,1,300,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37155,99998,0,100,5,2012.7081,11,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37057,99998,0,843,1,3121.2544,48,1,100,1,0,0,2,99,99,1,2,1,7,1
2012,31,37,56,1,9998,37057,99998,0,843,2,3357.8364,49,2,100,1,0,0,2,99,99,1,2,5,7,2
2012,31,37,56,1,9998,37057,99998,0,843,3,4028.5086,19,2,100,6,0,0,2,99,99,1,2,4,7,1
2012,31,37,56,1,9998,37057,99998,0,843,4,3966.7891,24,1,100,6,0,0,2,99,99,1,2,5,7,2
2012,31,37,56,1,9998,0,99998,0,830,1,2970.7666,71,1,100,1,0,0,2,99,99,1,1,7,7,1
2012,31,37,56,1,9998,0,99998,0,830,2,3052.2756,63,2,100,1,0,0,2,99,99,1,1,7,7,2
2012,31,37,56,1,9998,0,99998,0,830,1,3477.5881,36,1,100,1,0,0,2,99,99,1,1,97,7,1
2012,31,37,56,1,9998,0,99998,0,830,2,3748.205,35,2,100,1,0,0,2,99,99,1,2,7,7,2
2012,31,37,56,1,9998,0,99998,0,830,3,4160.4797,4,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,830,4,3919.2772,7,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37097,99998,0,500,1,3619.574,75,2,100,5,0,0,2,99,99,1,2,1,7,1
2012,31,37,56,1,9998,0,99998,0,841,1,2902.5952,27,2,100,1,0,0,2,99,99,1,1,1,3,1
2012,31,37,56,1,9998,0,99998,0,841,2,3696.3888,46,1,100,1,0,0,2,99,99,1,1,1,3,2
2012,31,37,56,1,9998,0,99998,0,830,1,4298.8139,43,1,100,1,3,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,830,2,3562.5657,41,2,100,1,0,0,2,99,99,1,1,97,7,1
2012,31,37,56,1,9998,0,99998,0,830,3,4068.0482,10,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,830,1,3048.6952,41,1,100,1,0,0,0,99,9,99,99,99,7,1
2012,31,37,56,1,9998,0,99998,0,830,2,3093.3181,49,2,100,1,2,410,2,99,99,1,2,5,7,2
2012,31,37,56,1,9998,0,99998,0,830,3,3946.8397,16,2,100,6,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,830,4,3946.8397,19,2,100,6,0,0,0,99,97,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,740,1,4175.9046,40,1,100,1,0,0,2,99,99,1,1,5,7,1
2012,31,37,56,1,9998,0,99998,0,740,2,3721.9693,32,2,100,1,0,0,2,99,99,1,1,5,7,2
2012,31,37,56,1,9998,0,99998,0,740,3,3890.7738,1,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,842,1,3763.2169,69,1,100,1,0,0,2,99,99,1,2,5,7,1
2012,31,37,56,1,9998,0,99998,0,842,2,3159.9336,71,2,100,1,0,0,2,99,99,1,2,5,7,2
2012,31,37,56,1,9998,0,99998,0,430,1,3089.13,54,1,100,1,0,0,1,1,99,99,99,97,7,1
2012,31,37,56,1,9998,0,99998,0,430,2,2993.5469,52,2,100,1,0,0,1,1,99,99,99,5,7,2
2012,31,37,56,1,9998,0,99998,0,430,1,3822.3411,49,1,100,4,0,0,0,99,6,99,99,99,7,1
2012,31,37,56,1,9998,0,99998,0,430,2,2975.0723,17,1,100,6,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,430,3,3262.8466,72,2,100,4,0,0,98,99,99,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,430,4,3521.1552,70,1,100,6,0,0,98,99,99,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,500,1,2723.2985,34,2,100,1,3,100,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,500,2,3964.0009,34,1,100,1,3,100,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,500,3,2214.0595,4,2,100,9,0,100,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,500,4,2326.6007,10,1,100,9,0,100,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,500,5,2466.8909,13,2,100,9,0,100,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37155,99998,0,300,1,4157.755,49,2,300,3,0,0,2,99,99,1,1,2,7,1
2012,31,37,56,1,9998,37155,99998,0,300,2,2699.1108,5,1,300,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37155,99998,0,300,3,3432.5043,6,2,300,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37155,99998,0,300,4,3354.787,8,2,300,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,710,1,3174.9117,67,2,100,5,0,0,1,1,99,99,99,5,7,2
2012,31,37,56,1,9998,0,99998,0,710,2,3672.0665,63,1,100,6,0,0,1,4,99,99,99,5,7,1
2012,31,37,56,1,9998,37057,99998,0,740,1,3252.0714,42,1,100,1,0,0,2,99,99,1,1,5,7,2
2012,31,37,56,1,9998,37057,99998,0,740,2,2874.0741,40,2,100,1,0,0,2,99,99,1,1,5,7,1
2012,31,37,56,1,9998,37057,99998,0,740,3,2185.5761,12,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37057,99998,0,740,4,3448.8037,17,1,100,6,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,820,1,3135.1942,74,2,100,1,0,0,2,99,99,2,2,5,7,1
2012,31,37,56,1,9998,0,99998,0,820,2,2969.552,77,1,100,1,0,0,2,99,99,2,2,5,7,2
2012,31,37,56,1,9998,0,99998,0,830,1,3447.399,31,2,100,4,0,0,1,5,99,99,99,5,5,1
2012,31,37,56,1,9998,0,99998,0,720,1,3151.3645,46,2,100,1,0,0,1,7,99,99,99,4,7,1
2012,31,37,56,1,9998,0,99998,0,720,2,3891.8812,46,1,100,1,0,0,0,99,9,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,720,3,3887.2876,19,2,100,6,0,0,98,99,99,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,830,1,2815.8087,40,2,100,4,0,0,2,99,99,1,2,1,1,1
2012,31,37,56,1,9998,0,99998,0,830,2,2115.6492,12,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,830,3,3756.2912,14,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,820,1,3954.7024,51,1,100,5,0,0,2,99,99,1,1,7,7,2
2012,31,37,56,1,9998,0,99998,0,820,2,3124.6385,79,2,100,4,0,0,2,99,99,1,1,7,7,2
2012,31,37,56,1,9998,37097,99998,0,841,1,3868.7379,55,1,100,1,0,0,2,99,99,1,1,5,7,1
2012,31,37,56,1,9998,37097,99998,0,841,2,3388.5971,59,2,100,1,0,0,2,99,99,1,1,5,7,2
2012,31,37,56,1,9998,37097,99998,0,841,3,3993.6624,11,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37097,99998,0,841,4,4815.8525,19,1,100,2,0,0,2,99,99,1,1,4,7,2
2012,31,37,56,1,9998,37097,99998,0,500,1,4192.7062,25,2,802,1,0,0,2,99,99,1,2,1,6,1
2012,31,37,56,1,9998,37097,99998,0,500,2,3785.4493,24,1,100,1,0,0,1,5,99,99,99,1,6,2
2012,31,37,56,1,9998,37097,99998,0,500,3,3785.4493,24,1,100,6,0,0,1,99,99,99,99,97,5,2
2012,31,37,56,1,9998,0,99998,0,100,1,3151.3645,49,2,100,4,0,0,2,99,99,1,1,3,2,1
2012,31,37,56,1,9998,0,99998,0,100,2,4503.0166,21,1,100,6,0,0,2,99,99,1,1,3,2,2
2012,31,37,56,1,9998,0,99998,0,100,3,4133.6817,22,2,100,4,0,0,2,99,99,1,1,3,2,2
2012,31,37,56,1,9998,0,99998,0,100,4,4197.7093,0,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,100,5,3890.7738,1,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,500,1,3891.8812,47,1,100,4,0,0,2,99,99,1,2,1,7,1
2012,31,37,56,1,9998,37097,99998,0,710,1,3741.7654,26,2,100,6,0,0,2,99,99,1,2,6,3,1
2012,31,37,56,1,9998,37097,99998,0,710,2,4133.6817,24,2,100,6,0,0,2,99,99,1,2,6,3,2
2012,31,37,56,1,9998,0,99998,0,820,1,3721.9693,31,2,100,1,0,0,2,99,99,1,1,1,7,1
2012,31,37,56,1,9998,0,99998,0,820,2,4328.938,35,1,100,1,0,0,2,99,99,1,1,1,7,2
2012,31,37,56,1,9998,0,99998,0,820,3,3429.2236,5,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,820,4,3897.5266,12,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,500,1,2415.3584,72,1,200,1,0,0,2,99,99,1,2,6,7,2
2012,31,37,56,1,9998,0,99998,0,500,2,2908.0283,71,2,200,1,0,0,2,99,99,1,2,6,7,1
2012,31,37,56,1,9998,0,99998,0,500,3,2908.0283,85,2,200,5,0,0,2,99,99,1,2,6,7,1
2012,31,37,56,1,9998,0,99998,0,830,1,2970.7666,72,1,100,1,0,0,2,99,99,1,1,3,3,1
2012,31,37,56,1,9998,0,99998,0,830,2,3014.0161,68,2,100,1,0,0,2,99,99,1,1,3,3,2
2012,31,37,56,1,9998,0,99998,0,710,1,3927.5601,25,2,200,3,0,0,2,99,99,1,2,1,3,1
2012,31,37,56,1,9998,0,99998,0,710,2,4433.2061,3,1,200,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,710,3,4494.0034,7,2,200,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,600,1,3037.6673,78,2,100,4,0,0,2,99,99,1,1,5,6,1
2012,31,37,56,1,9998,0,99998,0,600,2,3238.9161,53,2,100,5,0,0,0,99,8,99,99,99,3,2
2012,31,37,56,1,9998,0,99998,0,600,3,4503.0166,21,1,100,6,0,0,0,99,1,99,99,99,5,2
2012,31,37,56,1,9998,0,99998,0,820,1,3736.1267,34,2,100,1,0,0,2,99,99,1,2,7,7,1
2012,31,37,56,1,9998,0,99998,0,820,2,3048.6952,42,1,100,1,0,0,2,99,99,1,2,7,7,2
2012,31,37,56,1,9998,37057,99998,0,100,1,3476.2562,43,2,100,4,0,0,1,3,99,99,99,5,7,1
2012,31,37,56,1,9998,37155,99998,0,841,1,3458.152,40,2,100,1,0,0,2,99,99,1,1,7,5,1
2012,31,37,56,1,9998,37155,99998,0,841,2,3048.6952,43,1,100,1,0,0,0,99,6,99,99,99,5,2
2012,31,37,56,1,9998,37155,99998,0,841,3,4148.8193,12,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,600,1,3037.6673,85,2,100,5,0,0,2,99,99,2,2,7,7,1
2012,31,37,56,1,9998,37057,99998,0,710,1,3924.1811,52,1,100,4,0,0,2,99,99,1,1,1,6,1
2012,31,37,56,1,9998,37057,99998,0,710,2,3778.0387,37,2,100,4,0,0,98,99,99,99,99,99,6,2
2012,31,37,56,1,9998,37057,99998,0,841,1,2874.0741,41,2,100,1,0,0,0,99,6,99,99,99,7,1
2012,31,37,56,1,9998,37057,99998,0,841,2,3252.0714,43,1,100,1,0,0,2,99,99,1,1,1,7,2
2012,31,37,56,1,9998,37057,99998,0,841,3,2369.5271,6,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37057,99998,0,841,4,2423.3386,8,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37057,99998,0,841,5,2712.3499,9,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,843,1,3057.978,48,1,100,1,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,843,2,3458.152,44,2,100,1,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,843,3,3946.8397,16,2,100,3,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,843,4,3895.7522,20,2,100,6,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,843,5,3886.3714,21,1,100,6,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,720,1,3057.978,45,1,100,1,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,720,2,3458.152,44,2,100,1,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,720,3,3240.7713,31,1,100,6,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,730,1,3646.4109,46,2,100,4,0,0,98,99,99,99,99,99,96,2
2012,31,37,56,1,9998,0,99998,0,730,2,3478.3377,18,1,100,6,0,0,98,99,99,99,99,99,96,2
2012,31,37,56,1,9998,0,99998,0,830,1,3533.7016,54,1,100,1,0,0,2,99,99,1,2,5,7,1
2012,31,37,56,1,9998,0,99998,0,830,2,3513.2078,46,2,100,1,0,0,2,99,99,1,2,5,7,2
2012,31,37,56,1,9998,0,99998,0,500,1,3447.4011,53,2,200,3,0,0,1,6,99,99,99,1,7,1
2012,31,37,56,1,9998,0,99998,0,740,1,3873.9796,66,1,100,1,0,0,98,99,99,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,740,2,3488.3336,57,2,100,1,0,0,98,99,99,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,740,3,4957.5973,18,1,100,6,0,0,98,99,99,99,99,99,7,2
2012,31,37,56,1,9998,0,99998,0,830,1,3305.7237,50,2,200,3,0,0,2,99,99,1,1,6,6,2
2012,31,37,56,1,9998,0,99998,0,830,2,3283.0324,48,1,200,4,0,0,2,99,99,1,1,5,6,1
2012,31,37,56,1,9998,0,99998,0,830,1,3560.1386,50,1,100,4,0,0,2,99,99,1,1,1,6,1
2012,31,37,56,1,9998,0,99998,0,830,2,3211.1974,17,2,651,6,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,830,3,2675.9321,44,2,651,4,2,0,2,99,99,1,1,1,6,2
2012,31,37,56,1,9998,0,99998,0,820,1,4328.938,36,1,100,1,0,0,2,99,99,1,1,1,7,2
2012,31,37,56,1,9998,0,99998,0,820,2,3701.4475,38,2,100,1,0,0,2,99,99,1,1,1,7,1
2012,31,37,56,1,9998,0,99998,0,820,3,3526.924,4,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,841,1,3701.4475,36,2,100,1,0,0,0,99,6,99,99,99,5,1
2012,31,37,56,1,9998,0,99998,0,841,2,4328.938,39,1,100,1,0,0,0,99,6,99,99,99,5,2
2012,31,37,56,1,9998,0,99998,0,841,3,4041.6623,0,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,841,4,3890.7738,1,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,842,1,2826.2693,35,1,100,1,0,0,2,99,99,1,2,97,7,1
2012,31,37,56,1,9998,0,99998,0,842,2,3464.3263,36,2,100,1,0,0,2,99,99,1,2,97,7,2
2012,31,37,56,1,9998,0,99998,0,842,3,2749.252,5,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,842,4,4988.2424,8,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,842,1,3763.2169,65,1,100,1,0,0,2,99,99,1,1,97,7,2
2012,31,37,56,1,9998,0,99998,0,842,2,3011.8518,63,2,100,1,0,0,2,99,99,1,1,97,7,1
2012,31,37,56,1,9998,0,99998,0,841,1,3089.13,50,1,100,6,0,0,2,99,99,1,1,97,7,1
2012,31,37,56,1,9998,0,99998,0,600,1,3891.8812,49,1,100,6,0,0,2,99,99,2,2,3,7,1
2012,31,37,56,1,9998,0,99998,0,600,2,3844.6272,53,1,100,6,0,0,2,99,99,2,2,3,7,2
2012,31,37,56,1,9998,0,99998,0,430,1,2415.3584,85,1,200,4,0,0,2,99,99,1,2,6,5,1
2012,31,37,56,1,9998,0,99998,0,500,1,3304.1309,27,2,200,6,0,0,2,99,99,1,2,5,2,1
2012,31,37,56,1,9998,0,99998,0,500,2,3328.6948,4,2,200,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,500,3,3506.4628,8,1,200,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,720,1,2919.6457,56,1,200,1,0,0,2,99,99,1,2,7,7,2
2012,31,37,56,1,9998,0,99998,0,720,2,3120.2833,49,2,200,1,0,0,2,99,99,1,2,7,7,1
2012,31,37,56,1,9998,0,99998,0,720,3,4911.4703,27,1,200,3,0,0,2,99,99,1,2,7,7,2
2012,31,37,56,1,9998,0,99998,0,740,1,2969.552,80,1,100,4,0,0,2,99,99,1,1,5,7,1
2012,31,37,56,1,9998,0,99998,0,500,1,3335.3843,46,2,200,4,0,0,2,99,99,1,2,2,2,1
2012,31,37,56,1,9998,0,99998,0,500,2,3927.5601,27,2,200,6,0,0,2,99,99,1,2,97,5,2
2012,31,37,56,1,9998,0,99998,0,720,1,3388.5971,59,2,100,1,0,0,2,99,99,1,1,97,6,1
2012,31,37,56,1,9998,0,99998,0,720,2,3763.2169,66,1,100,1,0,0,0,99,6,99,99,99,6,2
2012,31,37,56,1,9998,37155,99998,0,500,1,3385.0782,53,2,300,6,0,0,2,99,99,1,1,4,7,1
2012,31,37,56,1,9998,37097,99998,0,730,1,3048.6952,42,1,100,6,0,0,2,99,99,1,1,5,7,1
2012,31,37,56,1,9998,0,99998,0,843,1,3048.6952,41,1,100,1,0,0,2,99,99,1,2,5,7,2
2012,31,37,56,1,9998,0,99998,0,843,2,3289.7638,47,2,100,1,0,0,2,99,99,1,2,5,7,1
2012,31,37,56,1,9998,0,99998,0,843,3,3321.6126,12,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,843,4,3158.4466,80,2,100,5,0,0,2,99,99,1,2,5,7,2
2012,31,37,56,1,9998,0,99998,0,710,1,3153.1673,54,2,100,6,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,1,9998,0,99998,0,841,1,3405.7829,41,2,100,1,0,0,2,99,99,1,1,3,7,1
2012,31,37,56,1,9998,0,99998,0,841,2,3732.2866,39,1,651,1,2,0,2,99,99,1,1,3,7,2
2012,31,37,56,1,9998,0,99998,0,841,3,5552.5636,8,1,651,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,841,4,2801.2049,13,2,803,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,37097,99998,0,730,1,3498.6504,55,1,100,4,0,0,2,99,99,1,1,1,7,1
2012,31,37,56,1,9998,0,99998,0,820,1,3121.1595,59,2,100,1,0,0,2,99,99,1,1,1,2,1
2012,31,37,56,1,9998,0,99998,0,820,2,3262.1279,60,1,100,1,0,0,2,99,99,1,1,1,2,2
2012,31,37,56,1,9998,0,99998,0,210,1,5628.7273,17,1,200,6,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,1,9998,0,99998,0,210,2,3477.8125,37,2,200,5,0,0,2,99,99,1,2,1,6,2
2012,31,37,56,1,9998,0,99998,0,210,3,3084.9622,7,2,200,9,0,0,99,99,99,99,99,99,99,9
