"YEAR","REGION","STATEFIP","STATECENSUS","METRO","METAREA","COUNTY","METFIPS","INDIVIDCC","FAMINC","PERNUM","WTFINL","AGE","SEX","RACE","MARST","CITIZEN","HISPAN","VOTEREG","VOWHYNOT","VOYNOTREG","VOTEHOW","VOTEWHEN","VOREGHOW","VOTERES","VOTERESP"
2012,31,37,56,4,480,0,11700,0,740,2,3169.5658,69,1,100,5,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,4,3291,0,25860,0,842,1,4795.9359,39,1,100,1,0,0,2,99,99,1,1,1,7,1
2012,31,37,56,4,3291,0,25860,0,842,2,4100.7529,37,2,100,1,0,0,2,99,99,1,1,1,7,2
2012,31,37,56,4,3291,0,25860,0,842,3,4706.8662,0,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3291,0,25860,0,842,4,3954.7186,4,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3291,0,25860,0,842,5,4707.9484,6,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3291,0,25860,0,842,6,3799.5875,9,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3291,0,25860,0,842,7,4431.0586,11,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3600,37133,27340,0,830,1,3699.271,45,1,100,1,0,0,1,8,99,99,99,1,7,1
2012,31,37,56,4,3600,37133,27340,0,830,2,3881.5259,57,2,100,1,0,0,1,8,99,99,99,1,7,1
2012,31,37,56,4,3600,37133,27340,0,830,3,3222.5186,25,1,100,6,0,0,1,6,99,99,99,97,5,2
2012,31,37,56,4,3291,0,25860,0,730,1,3668.0027,67,1,100,6,0,0,2,99,99,1,2,97,7,1
2012,31,37,56,4,3291,0,25860,0,740,1,3472.8579,77,1,100,1,0,0,1,7,99,99,99,1,7,1
2012,31,37,56,4,3291,0,25860,0,740,2,3434.0208,74,2,100,1,0,0,1,7,99,99,99,1,7,2
2012,31,37,56,4,3291,0,25860,0,740,3,3197.6481,28,1,100,6,0,0,0,99,97,99,99,99,7,2
2012,31,37,56,4,480,0,11700,0,830,1,3166.8647,80,2,200,5,0,0,2,99,99,1,2,6,7,1
2012,31,37,56,4,9999,0,99998,0,841,1,3121.1965,38,1,100,1,0,0,2,99,99,1,2,7,7,1
2012,31,37,56,4,9999,0,99998,0,841,2,2716.3864,38,2,100,1,0,0,2,99,99,1,1,7,7,2
2012,31,37,56,4,9999,0,99998,0,841,3,2029.7386,4,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,9999,0,99998,0,841,4,2702.8473,9,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3291,0,25860,0,842,1,3123.6881,47,1,100,1,0,0,2,99,99,1,1,1,7,1
2012,31,37,56,4,3291,0,25860,0,842,2,3532.461,41,2,100,1,0,0,2,99,99,1,1,97,7,2
2012,31,37,56,4,3291,0,25860,0,842,3,3614.4809,17,1,100,6,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3291,0,25860,0,842,4,4031.6498,17,2,100,6,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3291,0,25860,0,842,5,3614.4809,19,1,100,6,0,0,2,99,99,1,2,97,7,2
2012,31,37,56,4,480,0,11700,0,830,1,2882.4395,26,2,100,1,0,0,2,99,99,1,1,5,5,1
2012,31,37,56,4,480,0,11700,0,830,2,3204.0701,32,1,100,1,0,0,2,99,99,1,1,97,5,2
2012,31,37,56,4,480,0,11700,0,830,3,2270.1834,1,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3600,37133,27340,0,710,1,3961.2873,76,2,651,5,2,0,2,99,99,1,2,5,7,1
2012,31,37,56,4,480,0,11700,0,730,1,3614.8366,70,2,100,5,0,0,2,99,99,1,2,1,7,1
2012,31,37,56,4,480,0,11700,0,500,1,3013.5747,33,1,100,1,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,4,480,0,11700,0,500,2,4192.7204,25,2,100,1,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,4,480,0,11700,0,500,3,2392.4553,1,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,500,4,4115.2572,4,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,500,5,4599.4973,6,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,841,1,3532.461,43,2,100,1,0,0,2,99,99,1,2,97,7,1
2012,31,37,56,4,480,0,11700,0,841,2,3253.5982,57,1,100,1,0,0,2,99,99,1,2,97,7,2
2012,31,37,56,4,480,0,11700,0,841,3,4031.6498,19,2,100,6,0,0,2,99,99,1,2,97,7,2
2012,31,37,56,4,480,0,11700,0,841,4,3979.4645,22,2,100,6,0,0,98,99,99,99,99,99,7,2
2012,31,37,56,4,3600,37133,27340,0,841,1,0,40,1,100,1,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3600,37133,27340,0,841,2,2946.1188,35,2,100,1,0,0,2,99,99,2,2,1,3,2
2012,31,37,56,4,3600,37133,27340,0,841,3,4054.7902,0,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3600,37133,27340,0,841,4,2201.3992,4,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3600,37133,27340,0,841,5,2852.9293,7,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,720,1,3136.5357,85,2,100,1,2,0,2,99,99,1,2,5,6,1
2012,31,37,56,4,480,0,11700,0,720,2,3568.7183,80,1,100,1,0,0,2,99,99,1,2,5,7,2
2012,31,37,56,4,480,0,11700,0,841,1,3252.9398,71,2,100,5,0,0,2,99,99,2,2,1,7,1
2012,31,37,56,4,9999,0,99998,0,842,1,4267.6248,48,1,100,1,0,0,2,99,99,1,1,7,7,2
2012,31,37,56,4,9999,0,99998,0,842,2,3520.4955,51,2,100,1,0,0,2,99,99,1,1,7,7,1
2012,31,37,56,4,9999,0,99998,0,842,3,3764.9117,20,1,100,6,0,0,2,99,99,1,1,97,7,2
2012,31,37,56,4,3291,0,25860,0,841,1,4123.4886,30,2,100,1,0,0,2,99,99,1,1,1,7,1
2012,31,37,56,4,3291,0,25860,0,841,2,4795.9359,38,1,100,1,0,0,2,99,99,1,1,1,7,1
2012,31,37,56,4,3291,0,25860,0,841,3,4362.7012,1,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3291,0,25860,0,841,4,3954.7186,4,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3291,0,25860,0,210,1,3491.328,47,2,100,5,0,0,2,99,99,1,1,1,5,1
2012,31,37,56,4,9999,0,99998,0,710,1,3127.0749,85,2,100,1,0,0,2,99,99,1,1,5,7,1
2012,31,37,56,4,9999,0,99998,0,710,2,3547.4887,85,1,100,1,0,0,2,99,99,1,1,5,7,2
2012,31,37,56,4,9999,0,99998,0,600,1,3109.9039,85,2,100,5,0,0,2,99,99,1,1,1,7,2
2012,31,37,56,4,480,0,11700,0,820,1,3243.2162,34,1,100,1,0,0,2,99,99,1,2,97,2,1
2012,31,37,56,4,480,0,11700,0,820,2,3819.2981,34,2,100,1,0,0,2,99,99,1,2,97,2,1
2012,31,37,56,4,480,0,11700,0,820,3,2605.945,1,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,820,4,3062.1832,3,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3291,0,25860,0,841,1,3754.1529,58,2,100,6,0,0,2,99,99,1,2,6,7,1
2012,31,37,56,4,3291,0,25860,0,841,2,3153.4593,62,2,100,6,0,0,2,99,99,1,2,6,7,2
2012,31,37,56,4,480,0,11700,0,820,1,3817.8156,85,1,100,1,0,0,2,99,99,2,2,97,7,2
2012,31,37,56,4,480,0,11700,0,820,2,3365.3654,85,2,100,1,0,0,2,99,99,2,2,97,7,1
2012,31,37,56,4,3600,37133,27340,0,842,1,3957.786,54,1,100,1,0,0,0,99,6,99,99,99,7,1
2012,31,37,56,4,3600,37133,27340,0,842,2,3334.247,53,2,100,1,0,0,0,99,6,99,99,99,7,2
2012,31,37,56,4,3600,37133,27340,0,842,3,3547.4887,80,1,100,5,0,0,0,99,6,99,99,99,7,2
2012,31,37,56,4,3600,37133,27340,0,720,1,0,23,1,100,1,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3600,37133,27340,0,720,2,4011.2093,23,2,100,1,0,0,0,99,6,99,99,99,2,1
2012,31,37,56,4,480,0,11700,0,300,1,3102.941,80,2,100,4,0,0,2,99,99,1,2,7,7,1
2012,31,37,56,4,480,0,11700,0,740,1,3476.7708,40,1,100,1,3,100,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,740,2,3661.4208,41,2,100,1,3,100,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,740,3,2515.9487,9,2,100,9,0,100,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,740,4,4391.9865,13,1,100,9,0,100,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,740,5,4847.7645,15,1,100,6,0,100,99,99,99,99,99,99,99,9
2012,31,37,56,4,9999,0,99998,0,500,1,3403.021,51,2,200,3,0,0,2,99,99,1,1,8,7,1
2012,31,37,56,4,3600,37133,27340,0,300,1,4216.3807,48,1,200,1,0,0,2,99,99,1,1,1,7,2
2012,31,37,56,4,3600,37133,27340,0,300,2,4481.6632,47,2,200,1,0,0,2,99,99,1,1,3,7,1
2012,31,37,56,4,3600,37133,27340,0,300,3,3658.7677,7,1,200,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3600,37133,27340,0,300,4,3204.1194,9,1,200,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,740,1,2898.6864,40,2,100,6,0,0,2,99,99,1,2,97,5,1
2012,31,37,56,4,3291,0,25860,0,500,1,3434.0208,74,2,100,5,0,0,2,99,99,1,2,97,7,1
2012,31,37,56,4,480,0,11700,0,740,1,3611.7377,40,2,200,3,0,0,98,99,99,99,99,99,7,1
2012,31,37,56,4,480,0,11700,0,740,2,3868.3878,12,1,200,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,740,3,5730.8032,15,1,200,6,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,740,4,6371.7243,15,2,200,6,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,740,5,4927.05,18,2,200,6,0,0,1,8,99,99,99,4,7,1
2012,31,37,56,4,480,0,11700,0,740,6,5957.4169,1,2,200,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3600,37133,27340,0,720,1,0,26,1,100,1,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3600,37133,27340,0,720,2,4177.6623,29,2,100,1,0,0,1,11,99,99,99,5,5,1
2012,31,37,56,4,3600,37133,27340,0,720,3,4131.4755,4,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3291,0,25860,0,740,1,3532.461,40,2,100,6,0,0,2,99,99,1,1,5,7,2
2012,31,37,56,4,3291,0,25860,0,740,2,3202.5636,73,2,100,4,0,0,2,99,99,1,2,5,7,1
2012,31,37,56,4,3291,0,25860,0,500,1,4474.7784,25,1,100,1,0,0,1,4,99,99,99,4,2,1
2012,31,37,56,4,3291,0,25860,0,500,2,4222.5067,24,2,100,1,0,0,1,4,99,99,99,5,2,2
2012,31,37,56,4,3291,0,25860,0,500,3,4339.8343,0,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3291,0,25860,0,500,4,3103.7203,3,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3600,37133,27340,0,720,1,3180.0523,52,1,100,1,0,0,2,99,99,1,2,9,7,1
2012,31,37,56,4,3600,37133,27340,0,720,2,3081.6558,50,2,100,1,0,0,1,4,99,99,99,97,7,2
2012,31,37,56,4,3600,37133,27340,0,720,3,4852.6796,14,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,500,1,3251.409,85,2,100,4,0,0,98,99,99,99,99,99,7,1
2012,31,37,56,4,480,0,11700,0,730,1,3222.5186,28,1,100,1,0,0,2,99,99,1,1,1,6,1
2012,31,37,56,4,480,0,11700,0,730,2,2904.8584,28,2,100,1,0,0,2,99,99,1,1,1,6,2
2012,31,37,56,4,480,0,11700,0,720,1,3153.4593,62,2,100,5,0,0,2,99,99,1,2,1,7,1
2012,31,37,56,4,3291,0,25860,0,430,1,3365.3654,80,2,100,5,0,0,2,99,99,1,2,7,7,1
2012,31,37,56,4,3291,0,25860,0,843,1,3213.223,61,2,100,1,0,0,2,99,99,1,1,5,7,1
2012,31,37,56,4,3291,0,25860,0,843,2,3332.2248,60,1,100,1,0,0,2,99,99,1,2,97,7,2
2012,31,37,56,4,9999,0,99998,0,710,1,3642.9519,72,2,100,4,0,0,2,99,99,1,2,1,7,1
2012,31,37,56,4,3600,37133,27340,0,820,1,3495.056,28,1,100,4,0,0,2,99,99,1,2,7,7,1
2012,31,37,56,4,3600,37133,27340,0,820,2,3718.0796,7,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3600,37133,27340,0,820,3,2247.1785,11,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,3600,37133,27340,0,820,4,3150.5304,27,2,100,6,0,0,2,99,99,1,2,3,5,2
2012,31,37,56,4,9999,0,99998,0,820,1,3621.4592,22,2,100,6,0,0,2,99,99,1,2,1,5,1
2012,31,37,56,4,9999,0,99998,0,841,1,3562.5657,42,2,100,1,0,0,2,99,99,1,1,5,7,2
2012,31,37,56,4,9999,0,99998,0,841,2,4456.3515,38,1,100,1,0,0,2,99,99,1,1,5,7,1
2012,31,37,56,4,9999,0,99998,0,842,1,3210.7195,60,2,100,1,0,0,2,99,99,1,2,97,7,1
2012,31,37,56,4,9999,0,99998,0,842,2,3665.1449,65,1,100,1,2,0,2,99,99,1,2,97,7,2
2012,31,37,56,4,9999,0,99998,0,710,1,3401.8013,78,2,100,5,0,0,2,99,99,1,2,5,7,1
2012,31,37,56,4,3291,0,25860,0,730,1,3668.0027,69,1,100,1,0,0,2,99,99,1,2,97,7,2
2012,31,37,56,4,3291,0,25860,0,730,2,3278.1405,64,2,100,1,0,0,2,99,99,1,2,5,7,1
2012,31,37,56,4,480,0,11700,0,820,1,3243.2162,30,1,100,1,0,0,2,99,99,1,2,1,2,1
2012,31,37,56,4,480,0,11700,0,820,2,4512.2156,29,2,100,1,0,0,2,99,99,1,2,1,2,2
2012,31,37,56,4,480,0,11700,0,820,3,3599.4907,2,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,820,4,4162.0586,5,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,740,1,4275.6348,23,2,100,1,0,200,2,99,99,1,2,3,5,1
2012,31,37,56,4,480,0,11700,0,740,2,3471.3315,23,1,100,1,0,0,2,99,99,1,1,3,5,2
2012,31,37,56,4,480,0,11700,0,740,3,2392.4553,1,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,710,1,3780.1464,63,1,100,1,0,0,2,99,99,1,1,5,7,1
2012,31,37,56,4,480,0,11700,0,710,2,2930.1732,62,2,100,1,0,0,2,99,99,1,1,5,7,2
2012,31,37,56,4,9999,0,99998,0,842,1,3147.9834,49,1,100,1,0,0,2,99,99,1,1,7,7,1
2012,31,37,56,4,9999,0,99998,0,842,2,3081.6558,50,2,100,1,0,0,2,99,99,1,1,7,7,2
2012,31,37,56,4,480,0,11700,0,830,1,3624.7933,70,1,100,1,0,0,2,99,99,1,2,1,7,1
2012,31,37,56,4,480,0,11700,0,830,2,3238.2147,62,2,100,1,0,0,2,99,99,1,2,1,7,2
2012,31,37,56,4,3600,37133,27340,0,500,1,3873.9796,69,1,100,1,0,0,98,99,99,99,99,99,96,2
2012,31,37,56,4,3600,37133,27340,0,500,2,3268.3588,68,2,100,1,0,0,98,99,99,99,99,99,7,1
2012,31,37,56,4,480,0,11700,0,842,1,3218.3562,66,2,100,1,0,0,98,99,99,99,99,99,98,9
2012,31,37,56,4,480,0,11700,0,842,2,3568.7183,80,1,100,1,3,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,9999,0,99998,0,600,1,3624.7933,71,1,100,1,0,0,2,99,99,1,2,7,7,2
2012,31,37,56,4,9999,0,99998,0,600,2,3218.3562,68,2,100,1,0,0,2,99,99,1,2,7,7,1
2012,31,37,56,4,3600,37133,27340,0,740,1,3723.6493,70,1,100,1,0,0,2,99,99,1,1,1,7,1
2012,31,37,56,4,3600,37133,27340,0,740,2,3488.3336,57,2,100,1,0,0,2,99,99,1,1,1,7,2
2012,31,37,56,4,3291,0,25860,0,820,1,3609.6341,52,1,100,1,0,0,2,99,99,1,1,5,7,1
2012,31,37,56,4,3291,0,25860,0,820,2,3588.6999,45,2,100,1,0,0,2,99,99,1,2,3,7,2
2012,31,37,56,4,480,0,11700,0,730,1,3814.1406,51,2,802,4,0,0,1,7,99,99,99,1,5,1
2012,31,37,56,4,480,0,11700,0,841,1,3213.223,62,2,100,1,0,0,2,99,99,1,1,97,7,2
2012,31,37,56,4,480,0,11700,0,841,2,3596.8181,71,1,100,1,0,0,2,99,99,1,1,97,7,1
2012,31,37,56,4,480,0,11700,0,841,1,3748.5652,65,1,100,4,0,0,2,99,99,1,2,97,7,1
2012,31,37,56,4,480,0,11700,0,841,2,3758.3604,51,2,100,4,0,0,2,99,99,1,2,97,5,1
2012,31,37,56,4,9999,0,99998,0,740,1,3358.8819,70,2,100,1,0,0,2,99,99,1,2,5,7,1
2012,31,37,56,4,9999,0,99998,0,740,2,3624.7933,71,1,100,1,0,0,2,99,99,1,2,5,7,2
2012,31,37,56,4,480,0,11700,0,830,1,3682.4756,35,2,100,1,0,100,2,99,99,1,1,1,7,2
2012,31,37,56,4,480,0,11700,0,830,2,3214.4311,35,1,806,1,1,0,2,99,99,1,1,1,7,1
2012,31,37,56,4,480,0,11700,0,830,3,5647.8323,5,2,811,9,0,100,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,830,4,5103.9923,11,2,811,9,0,100,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,820,1,3243.1345,66,2,100,2,0,0,2,99,99,1,1,97,7,1
2012,31,37,56,4,480,0,11700,0,820,2,3780.9845,37,2,100,4,0,0,2,99,99,1,1,97,7,2
2012,31,37,56,4,480,0,11700,0,842,1,2969.2446,53,2,100,1,0,400,2,99,99,1,2,1,7,1
2012,31,37,56,4,480,0,11700,0,842,2,3982.6064,57,1,100,1,0,0,2,99,99,1,2,1,7,2
2012,31,37,56,4,480,0,11700,0,842,3,4068.0482,11,2,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,842,4,4012.2424,13,1,100,9,0,0,99,99,99,99,99,99,99,9
2012,31,37,56,4,480,0,11700,0,500,1,3136.5357,80,2,100,5,0,0,2,99,99,1,2,5,7,1
2014,31,37,56,2,1521,37119,16740,1,740,1,3121.9443,51,1,200,6,0,0,2,99,99,1,2,6,6,1
2014,31,37,56,2,1521,37119,16740,1,740,2,3028.5033,54,2,200,6,0,0,2,99,99,1,2,6,6,2
2014,31,37,56,2,3122,0,24660,0,730,1,4309.3128,27,2,200,6,0,0,0,99,8,99,99,99,5,1
2014,31,37,56,2,3122,0,24660,0,730,2,3887.1079,28,1,200,6,0,0,0,99,8,99,99,99,5,2
2014,31,37,56,2,1521,37119,16740,0,710,1,3647.5158,25,2,200,6,0,0,2,99,99,1,1,97,5,1
2014,31,37,56,2,1521,37119,16740,0,710,2,4002.0314,8,1,200,9,0,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,6642,0,39580,0,820,1,3993.1677,60,1,200,1,0,0,98,99,99,99,99,99,99,1
2014,31,37,56,2,6642,0,39580,0,820,2,3530.927,56,2,200,1,0,0,98,99,99,99,99,99,99,2
2014,31,37,56,2,3121,37067,49180,0,470,1,3874.2236,65,2,200,6,0,0,1,1,99,99,99,2,6,1
2014,31,37,56,2,3122,0,24660,0,730,1,2714.135,63,1,100,1,0,0,1,4,99,99,99,1,6,1
2014,31,37,56,2,3122,0,24660,0,730,2,2733.9163,52,2,100,1,0,0,0,99,6,99,99,99,6,2
2014,31,37,56,2,3122,0,24660,0,730,1,3623.7658,39,1,100,1,3,100,99,99,99,99,99,99,99,9
2014,31,37,56,2,3122,0,24660,0,730,2,2801.6513,34,2,100,1,3,100,99,99,99,99,99,99,99,9
2014,31,37,56,2,3122,0,24660,0,730,3,1831.5943,7,1,100,9,0,100,99,99,99,99,99,99,99,9
2014,31,37,56,2,3122,0,24660,0,730,4,2980.5892,13,2,100,9,0,100,99,99,99,99,99,99,99,9
2014,31,37,56,2,3122,0,24660,0,730,5,2562.0545,14,2,100,9,0,100,99,99,99,99,99,99,99,9
2014,31,37,56,2,3122,0,24660,0,730,6,2253.3245,15,1,100,6,3,100,99,99,99,99,99,99,99,9
2014,31,37,56,2,1521,37119,16740,1,841,1,3371.8637,50,1,200,6,0,0,2,99,99,1,2,1,6,1
2014,31,37,56,2,1521,0,16740,0,720,1,3202.0305,24,2,100,6,0,0,0,99,9,99,99,99,6,1
2014,31,37,56,2,1521,37119,16740,0,820,1,2814.2408,65,2,200,4,0,0,98,99,99,99,99,99,99,2
2014,31,37,56,2,1521,37119,16740,0,820,2,4842.0626,23,1,200,6,0,0,98,99,99,99,99,99,99,9
2014,31,37,56,2,6642,37183,39580,0,842,1,2917.9819,64,2,100,1,0,0,2,99,99,1,1,97,7,1
2014,31,37,56,2,6642,37183,39580,0,842,2,2908.2875,63,1,100,1,0,0,2,99,99,1,1,97,7,2
2014,31,37,56,2,6642,0,39580,0,820,1,3661.003,31,2,801,6,0,0,2,99,99,1,1,1,5,1
2014,31,37,56,2,1521,0,16740,0,841,1,3330.453,80,1,100,5,0,0,2,99,99,1,1,5,7,1
2014,31,37,56,2,1521,0,16740,0,841,2,3891.6078,47,1,100,6,0,0,1,96,99,99,99,97,7,2
2014,31,37,56,2,1521,37119,16740,1,843,1,2999.8985,53,1,100,1,0,0,1,2,99,99,99,1,7,1
2014,31,37,56,2,1521,37119,16740,1,843,2,3082.7114,54,2,100,1,0,0,1,99,99,99,99,1,7,2
2014,31,37,56,2,1521,37119,16740,1,843,3,3770.3003,16,2,100,6,0,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,1521,37119,16740,1,843,4,3025.1169,18,1,100,6,0,0,0,99,1,99,99,99,7,2
2014,31,37,56,2,6641,0,20500,0,100,1,3962.2603,21,2,100,6,0,0,0,99,3,99,99,99,4,1
2014,31,37,56,2,6641,0,20500,0,100,2,3962.2603,22,2,100,6,0,0,0,99,3,99,99,99,4,1
2014,31,37,56,2,6641,0,20500,0,100,3,3962.2603,22,2,100,6,0,0,0,99,3,99,99,99,4,1
2014,31,37,56,2,6641,0,20500,0,100,4,3962.2603,23,2,100,6,0,0,0,99,3,99,99,99,4,2
2014,31,37,56,2,3122,0,24660,0,720,1,3621.1961,59,2,200,5,0,0,2,99,99,1,1,97,4,1
2014,31,37,56,2,3122,0,24660,0,710,1,3236.2135,26,2,100,6,0,0,1,97,99,99,99,96,99,1
2014,31,37,56,2,3122,0,24660,0,710,2,3142.882,26,1,100,6,0,0,98,99,99,99,99,99,99,2
2014,31,37,56,2,6641,0,20500,0,820,1,3420.0235,43,1,652,6,3,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,6641,0,20500,0,820,2,4222.1681,48,1,652,6,3,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,6641,0,20500,0,830,1,3468.3965,47,2,651,1,3,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,6641,0,20500,0,830,2,4283.7262,47,1,651,1,3,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,6641,0,20500,0,830,3,2156.7014,12,2,651,9,0,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,6641,0,20500,0,830,4,3805.8741,16,2,651,6,3,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,1521,0,16740,0,820,1,3152.9517,51,1,200,1,0,0,2,99,99,1,2,5,6,1
2014,31,37,56,2,1521,0,16740,0,820,2,3185.2497,61,2,200,1,0,0,2,99,99,1,2,5,6,2
2014,31,37,56,2,1521,0,16740,0,820,3,2934.6408,16,1,200,6,0,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,6641,0,20500,0,740,1,3102.8171,29,1,100,6,0,0,2,99,99,1,1,1,4,1
2014,31,37,56,2,6641,0,20500,0,740,2,3102.8171,28,1,100,6,0,0,2,99,99,1,1,1,4,1
2014,31,37,56,2,3121,37067,49180,0,500,1,4142.4768,44,2,200,4,2,0,98,99,99,99,99,99,99,2
2014,31,37,56,2,3121,37067,49180,0,500,2,3678.5188,19,1,200,6,0,0,1,5,99,99,99,3,99,1
2014,31,37,56,2,2560,0,22180,0,820,1,4128.6197,65,2,200,4,0,0,2,99,99,1,2,5,7,1
2014,31,37,56,2,2560,0,22180,0,820,2,6034.5766,10,1,200,9,0,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,2560,0,22180,0,820,3,4222.5057,36,2,200,6,0,0,2,99,99,1,2,7,7,2
2014,31,37,56,2,2560,0,22180,0,210,1,6392.7302,21,2,200,6,0,0,2,99,99,1,1,1,5,1
2014,31,37,56,2,3122,0,24660,0,843,1,3116.5207,49,1,100,1,0,0,2,99,99,1,2,97,7,1
2014,31,37,56,2,3122,0,24660,0,843,2,2894.5292,51,2,100,1,0,0,2,99,99,1,97,97,7,2
2014,31,37,56,2,3122,0,24660,0,843,3,3671.1117,12,1,100,9,0,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,3122,0,24660,0,843,4,3598.8912,12,2,100,9,0,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,6641,0,20500,0,830,1,3813.2251,49,1,200,1,0,0,2,99,99,1,1,1,7,1
2014,31,37,56,2,6641,0,20500,0,830,2,4143.7824,50,2,200,1,0,0,2,99,99,1,1,4,7,2
2014,31,37,56,2,6641,0,20500,0,830,3,4672.4918,22,1,200,6,0,0,2,99,99,1,1,4,7,2
2014,31,37,56,2,3121,37067,49180,0,843,1,3006.7793,47,1,100,4,0,0,2,99,99,1,1,1,5,1
2014,31,37,56,2,3121,37067,49180,0,720,1,3378.4363,69,2,200,1,0,0,2,99,99,1,2,97,7,1
2014,31,37,56,2,3121,37067,49180,0,720,2,3383.4995,73,1,200,1,0,0,2,99,99,1,2,97,7,2
2014,31,37,56,2,3121,37067,49180,0,720,1,2895.2445,85,2,100,5,0,0,2,99,99,1,1,97,7,1
2014,31,37,56,2,3122,0,24660,0,500,1,2794.3056,73,2,100,5,0,0,1,4,99,99,99,4,7,1
2014,31,37,56,2,3122,0,24660,0,843,1,3100.6926,43,2,100,1,0,0,2,99,99,1,1,1,6,1
2014,31,37,56,2,3122,0,24660,0,843,2,3595.8295,52,1,100,1,0,0,2,99,99,1,1,1,6,2
2014,31,37,56,2,3122,0,24660,0,843,3,2821.7418,12,1,100,9,0,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,3122,0,24660,0,843,4,2678.9634,14,2,100,9,0,0,99,99,99,99,99,99,99,9
2014,31,37,56,2,3122,0,24660,0,740,1,3678.1751,32,1,801,6,0,0,98,99,99,99,99,99,7,1
2014,31,37,56,2,3122,0,24660,0,740,2,5341.6094,32,2,801,6,0,0,98,99,99,99,99,99,7,2
